created_at,text
Sun Sep 20 01:33:48 +0000 2020,duvido nada que se eu for no médico descubro que só tenho mais 3 meses de vida
Sun Sep 20 01:33:49 +0000 2020,gente ta tudo explicado...................
Sun Sep 20 01:33:49 +0000 2020,"Pra me comer vamos esperar a ""quarentena"" acabar que eu sou de risco..."
Sun Sep 20 01:33:50 +0000 2020, @solobeaulin: vao asstir um filme da barbie e parem com esse assunto ://t.co/EYK6YzwnoQ
Sun Sep 20 01:33:51 +0000 2020, @forumpandlr: 🚨 NBC confirma a presença de Cardi B e Myke Towers na performance de “Me Gusta” no programa de Jimmy Fallon. A apresentaçã…
Sun Sep 20 01:33:51 +0000 2020,VWLHO VAI TOMAR NO MEIO DO CU ESSE CARA N TEM UM PINGO DE PIEDADE E AMOR PELOS FÃS OLHA AS COISAS Q ELE ME SUBMETE… ://t.co/l5Ejkg6dqp
Sun Sep 20 01:33:51 +0000 2020,"e pra chegar até voce eu já decorei são 5 km, 7 nais, 20 esquinas, 2 hospitais
7 andares, são duas portas, to no… ://t.co/9UERLsQQwx"
Sun Sep 20 01:33:52 +0000 2020, @thefuckinggags: por deus eu não tenho dinheiro nem pra furar a quarentena
Sun Sep 20 01:33:52 +0000 2020," @neologismo: uma vacina, um churrasco, cerveja gelada, meus amigos e se me odeia deita na br tocando no talo era tudo que eu queria"
Sun Sep 20 01:33:53 +0000 2020,minha vó chama pandemia de pneumonia  boa noite
Sun Sep 20 01:33:53 +0000 2020,Toda hora esse negócio de querer espirrar e o espirro não sair puta merda
Sun Sep 20 01:33:54 +0000 2020,"De 15 em 15 dias de quarentena, o processo de venezuelização da Argentina caminha a passos largos. 😔"
Sun Sep 20 01:33:54 +0000 2020," @amandam1796: Pra me comer vamos esperar a ""quarentena"" acabar que eu sou de risco... ://t.co/LHx5mK8MyV"
Sun Sep 20 01:33:55 +0000 2020," @macunaimaz: Foi Toffoli que determinou a suspensão de investigação contra Flávio Bolsonaro
A decisão do predente do STF teve efeitos…"
Sun Sep 20 01:33:55 +0000 2020,@Anthony_N_Mont Vai fazer exame de próstata com um médico sem braço caralho kkkkkkkkkkkkkkk
Sun Sep 20 01:33:55 +0000 2020,"No início de setembro, Maria Cristina Fernandes notou uma bomba sendo armada: o Orçamento de 2021 no Congresso “tem… ://t.co/dQjABYWGr4"
Sun Sep 20 01:33:55 +0000 2020," @itimaliasof: O dono de um pequeno mercado dá comida a cachorros de rua durante a quarentena.

Eles esperam anosamente que o bondoso h…"
Sun Sep 20 01:33:55 +0000 2020," @Negritudedacor: Troca de tiros entre Bandidos e Policiais pararam a principal avenida do Rio de Janeiro.
Avenida Bral vive momentos d…"
Sun Sep 20 01:33:57 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 01:33:58 +0000 2020,Confira ://t.co/Byu7ZzvGfQ
Sun Sep 20 01:33:59 +0000 2020," @djchdevitoria: Teve gente que usou a quarentena como desculpa para não se vê , outras usaram como forma de não tá fzd nada para se vê ,…"
Sun Sep 20 01:33:59 +0000 2020, @alissonsdc: a Bahia valoriza mais a Anitta do que o Rio de Janeiro onde ela nasceu e tentam barrar os projetos dela. até nisso o nordes…
Sun Sep 20 01:33:59 +0000 2020,quarentena me fez gostar mais da semana do que sábado/domingo porque pelo menos durante a semana me ocupo com algum… ://t.co/LqKbSHR2sV
Sun Sep 20 01:33:59 +0000 2020," @DanicMendonca: De 15 em 15 dias de quarentena, o processo de venezuelização da Argentina caminha a passos largos. 😔"
Sun Sep 20 01:34:01 +0000 2020,essa quarentena fez eu perceber que eu tenho no máximo 4 amigos.
Sun Sep 20 01:34:02 +0000 2020, @sapphodrosera: meu deus se os cientistas soubessem a vontade q eu to de beijar na boca a vacina saía amanhã
Sun Sep 20 01:34:02 +0000 2020,Se fosse a minha mãe infelizmente o conceito de velocidade média teria q ser alterado pois todo mundo adora ela
Sun Sep 20 01:34:03 +0000 2020, @zehdeabreu: O Bral atingiu com Bolsonaro mais mortes que a bomba atômica de Hiroshima. E ele segue em busca de mais mortes. Como ele…
Sun Sep 20 01:34:03 +0000 2020, @Gugupio: Confira ://t.co/Byu7ZzvGfQ
Sun Sep 20 01:34:04 +0000 2020,"@nafrandini @twittdomartins A Iniciativa Liberal defende o modelo francês/alemão.

SNS complementado com stema de… ://t.co/Epaord82je"
Sun Sep 20 01:34:04 +0000 2020,"deus estúpido 
pq você não deixou o médico estar certo quando disse que eu não ia passar daquela noite??"
Sun Sep 20 01:34:04 +0000 2020,@fabioazevedotv Só esses dirigentes do Flamengo com esse prefeito do Rio que vai ter o fim que merece para propor a… ://t.co/p02P9tHgVK
Sun Sep 20 01:34:04 +0000 2020,"Em 6 meses vou emplacar alguns hit e vou pro Rio de janeiro gravar uma na baguá com: Xamã, Bk, Djonga, César, Ret e… ://t.co/uwQmkdLc6A"
Sun Sep 20 01:34:04 +0000 2020," @pintosdabruna: espirros -- não
mas quando eu espirro ficam a olhar tipo que sou criminosa"
Sun Sep 20 01:34:04 +0000 2020,"@hsxfalling_ e pensar q eu tava ate uns meses atrás reclamando de todo mundo q usava no branco, quarentena ta afetando todos"
Sun Sep 20 01:34:05 +0000 2020, @nacarolinasl: quarentena me fez gostar mais da semana do que sábado/domingo porque pelo menos durante a semana me ocupo com alguma cois…
Sun Sep 20 01:34:05 +0000 2020, @Oficialluizlima: Até quando o Rio de Janeiro vai ser refém da violência? É inaceitável que uma cidade grandiosa e com o potencial do RJ…
Sun Sep 20 01:34:06 +0000 2020, @rebecalpinho: essa quarentena fez eu perceber que eu tenho no máximo 4 amigos.
Sun Sep 20 01:34:07 +0000 2020, @senadorhumberto: Quem devia dar o exemplo para o resto do país promove aglomeração e nem máscara usa ://t.co/w4ebFVTopq
Sun Sep 20 01:34:07 +0000 2020," @Lai_sunflower: O corona tá fazendo eu me afastar das minhas poucas amizades q demorei uma vida pra cultivar, quando a quarentena acabar…"
Sun Sep 20 01:34:07 +0000 2020,"inicio de quarentena: nossa eu vou fazer cronograma de estudos, malhar na parte da manha, trabalhar de noite e ter… ://t.co/grlPsj7q34"
Sun Sep 20 01:34:08 +0000 2020, @rimacomcadeira: Se fosse a minha mãe infelizmente o conceito de velocidade média teria q ser alterado pois todo mundo adora ela :/…
Sun Sep 20 01:34:08 +0000 2020,@senadorhumberto Quem devia dar o exemplo não rouba tudo o que pode do país para deixar os filhos e amigos milionár… ://t.co/rOJJgv8ylr
Sun Sep 20 01:34:09 +0000 2020,"Sabado, cerveja e eu dando em cima de uma rapaz mais novo

Finally os efeitos da quarentena batendo à minha porta"
Sun Sep 20 01:34:10 +0000 2020,as muriçoca daqui so num me levam embora pq eu engordei na quarentena viu
Sun Sep 20 01:34:10 +0000 2020," @Debora_D_Diniz: 137 mil mortes. 
Predente Bolsonaro diz que seu governo “está no caminho certo” para combater a pandemia. 
Para quem…"
Sun Sep 20 01:34:11 +0000 2020," @PedraTitto: Os Comunistas são responsáveis por 100 milhões de mortes diretas, está documentado
Os chamados Globalistas são um Grupo men…"
Sun Sep 20 01:34:11 +0000 2020,queria aprender algo novo nessa quarentena mas só sei olhar série
Sun Sep 20 01:34:12 +0000 2020," @infinitybox_88: Se não fosse tudo o que aconteceu, o Biel com certeza teria uma puta carreira mucal. Só quem viveu a época que ele ex…"
Sun Sep 20 01:34:12 +0000 2020, @dantegalileu: E quando a gente pensava que quarentena eram 40 dias
Sun Sep 20 01:34:12 +0000 2020," @larrywthlv: inicio de quarentena: nossa eu vou fazer cronograma de estudos, malhar na parte da manha, trabalhar de noite e ter uma alim…"
Sun Sep 20 01:34:13 +0000 2020,Estou b nervosa por causa dessa consulta
Sun Sep 20 01:34:14 +0000 2020," @vini_vecchi: Nível de tédio da quarentena :

ficar o dia todo organizando o celular agora que tem widget"
Sun Sep 20 01:34:14 +0000 2020,meu pé continua doendo será que vem aí ir no médico
Sun Sep 20 01:34:15 +0000 2020," @belabighouse: Sabado, cerveja e eu dando em cima de uma rapaz mais novo

Finally os efeitos da quarentena batendo à minha porta"
Sun Sep 20 01:34:15 +0000 2020, @corticotrofica: as muriçoca daqui so num me levam embora pq eu engordei na quarentena viu
Sun Sep 20 01:34:15 +0000 2020, @cutjongin: ♡-&gt; Todos os filmes da Barbie no drive para ver na quarentena - a thread; ://t.co/Q7hXi7ywTO
Sun Sep 20 01:34:16 +0000 2020, @lari_carradore: queria aprender algo novo nessa quarentena mas só sei olhar série
Sun Sep 20 01:34:17 +0000 2020,"O @afernandof1 na quarentena tá fazendo tanta questão de me vê, q tenho até medo"
Sun Sep 20 01:34:17 +0000 2020," @pimps_junin: Que coincidência! Justamente no mês em que o Flamengo fará CINCO jogos seguidos no Rio de Janeiro (m, cinco jogos seguid…"
Sun Sep 20 01:34:17 +0000 2020,EU QUEROOOOOO 🥵
Sun Sep 20 01:34:18 +0000 2020, @PavunaKid: O album de quarentena do Baco foi um delirio coletivo né?
Sun Sep 20 01:34:19 +0000 2020,espero que a vacina do corona seja aplicada asm
Sun Sep 20 01:34:19 +0000 2020,e o armamento nuclear do bral so aumenta
Sun Sep 20 01:34:20 +0000 2020," @haliaxes: kkkkkkkkkkkkkkkkk coragem gravar num supermercado errrr

mas desejando forças pra ela"
Sun Sep 20 01:34:21 +0000 2020,Consulta este vídeo de Instagram de @tachira42k ://t.co/e0MSijXLqy
Sun Sep 20 01:34:21 +0000 2020,contém ironia eu odeio quem fura a quarentena e odeio gays
Sun Sep 20 01:34:22 +0000 2020," @laysaccardoso: O @afernandof1 na quarentena tá fazendo tanta questão de me vê, q tenho até medo"
Sun Sep 20 01:34:23 +0000 2020," @marceparocha: A gente sabe perfeitamente de quem está vindo a pressão para a liberação da torcida no Rio, né?! Parabéns, @Corinthians !…"
Sun Sep 20 01:34:23 +0000 2020," @Sandroka131: Bolsonaro passará por cirurgia na próxima sexta-feira em São Paulo. A 6ª cirurgia em dois anos. Em 2018, duas cirurgias. E…"
Sun Sep 20 01:34:23 +0000 2020," @Isaa_Mq: Seus merdinhas q tão furando a quarentena pra ir em frevo ou em lugar lotado, PQ VCS POSTAM???????? ORGULHO DE FAZER MERDA ???…"
Sun Sep 20 01:34:24 +0000 2020,trampando o dia inteiro enquanto o boyzão no prédio reclama que a quarentena tá dando muito tédio
Sun Sep 20 01:34:24 +0000 2020," @luizacaires3: Nós: ""Pipipi popopó do linfócito, proteína spike, e a vacina de mRNA, , R0 num sei das quantas""

O pessoal: ://t.c…"
Sun Sep 20 01:34:25 +0000 2020," @Claudia42941931: Dois vizinhos com duas festas rolando na minha rua. Depois se dizem espantados pela cidade ser líder, no estado de SC,…"
Sun Sep 20 01:34:26 +0000 2020," @foguinhoab: Mds eu voltei pro início da quarentena aq em csa, ta insuportável"
Sun Sep 20 01:34:26 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 01:34:26 +0000 2020,@__santosss Tô c febre amor 😔
Sun Sep 20 01:34:28 +0000 2020," @SamPancher: Coincidência ou não, a @CNNBral antecipou na sexta-feira que cerca de 50 depoimentos foram marcados pela PF no inquérito…"
Sun Sep 20 01:34:28 +0000 2020," @lxcarvalho: BRECHÓ DA GORDA 💫

Todas as peças são tamanho 54 e todas são 20 reais

A entrega aqui no Rio de Janeiro podemos combinar, v…"
Sun Sep 20 01:34:29 +0000 2020,"a quarentena acabou real né migos?!
me nto muito otaria em casa enquanto a galera segue a vida como se não estivé… ://t.co/Hc0HnIvFVd"
Sun Sep 20 01:34:29 +0000 2020, @matheusnunxs: trampando o dia inteiro enquanto o boyzão no prédio reclama que a quarentena tá dando muito tédio
Sun Sep 20 01:34:30 +0000 2020,Não era amor... Era quarentena.
Sun Sep 20 01:34:31 +0000 2020,"Sim 😐
Já desti isso nunca vai acontecer comigo"
Sun Sep 20 01:34:31 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 01:34:31 +0000 2020, @aanabeatrizzr: obrigada insta por me mostrar q eu sou a única que ainda tá cumprindo uma quarentena inexistente 🤡
Sun Sep 20 01:34:31 +0000 2020," @adv_paulofaria: No feriado de 7 de setembro, veja como estava a Praia de Pitangueiras, litoral paulista...

Pelas contas, em 15 dias, s…"
Sun Sep 20 01:34:32 +0000 2020," @Negritudedacor: Troca de tiros entre Bandidos e Policiais pararam a principal avenida do Rio de Janeiro.
Avenida Bral vive momentos d…"
Sun Sep 20 01:34:34 +0000 2020," @imlostalien: Admito que na quarentena fui ao YouTube rir-me um bocado com as discussões da Érica ou da Bernardina 😂😂😂

#bbtvi"
Sun Sep 20 01:34:34 +0000 2020,"2 copos de bebida e eu já começa a bater o efeito do álcool, quero nem ver o primeiro rolê que eu for pós quarentena"
Sun Sep 20 01:34:34 +0000 2020," @carladoro: a quarentena acabou real né migos?!
me nto muito otaria em casa enquanto a galera segue a vida como se não estivéssemos no…"
Sun Sep 20 01:34:35 +0000 2020,Serotonina com um tiquinho de Dopamina
Sun Sep 20 01:34:36 +0000 2020, @Mrsmonalisaa: Não era amor... Era quarentena.
Sun Sep 20 01:34:36 +0000 2020," @anapaula_666: Sim 😐
Já desti isso nunca vai acontecer comigo ://t.co/URSgC1pzKJ"
Sun Sep 20 01:34:36 +0000 2020,@MulherTamarindo Isso só me dá mais forças pro projeto bolchefitness da Quarentena
Sun Sep 20 01:34:36 +0000 2020,"Galera furando quarentena pra comer no sukya, aí é fóda"
Sun Sep 20 01:34:38 +0000 2020," @Debora_D_Diniz: 137 mil mortes. 
Predente Bolsonaro diz que seu governo “está no caminho certo” para combater a pandemia. 
Para quem…"
Sun Sep 20 01:34:38 +0000 2020,"@Caroollyss Ja tive algumas crises de anedade porem nenhuma delas me atacava o coração, era sempre falta de ar, c… ://t.co/TfdWAURPdj"
Sun Sep 20 01:34:39 +0000 2020," @stairwayofwords: 2 copos de bebida e eu já começa a bater o efeito do álcool, quero nem ver o primeiro rolê que eu for pós quarentena"
Sun Sep 20 01:34:39 +0000 2020,Isso foi fofo kkkkkkkkkkk
Sun Sep 20 01:34:39 +0000 2020, @Marilen77315903: Mande o STF ficar no meio intermediando.
Sun Sep 20 01:34:40 +0000 2020," @kaheidate: Me ajuda com um  aqui ? 🌹🥺🙏

Oi gente, eu tenho um grupo cover no insta e hoje nós postamos um de ✨Not Shy do Itzy✨, nós f…"
Sun Sep 20 01:34:40 +0000 2020,"Difícil não aclamar, né meus amores?"
Sun Sep 20 01:34:41 +0000 2020, @thomasggraef: Serotonina com um tiquinho de Dopamina ://t.co/yTjzd2bW0w
Sun Sep 20 01:34:41 +0000 2020,@lerdismo Não me enquadro e tbm não vou ficar em aglomeração ://t.co/YDF69QNmZM
Sun Sep 20 01:34:41 +0000 2020,"eu quando voltar às aulas com meus colegas que aprendeu 18 línguas diferentes, aprendeu a voar e descobriu a vacina… ://t.co/lDxtyuhYsk"
Sun Sep 20 01:34:41 +0000 2020," @minjubs: Conto ABO mpreg

Aos 9 meses de gravidez, Jimin decide viajar para sua cidade no interior, para ter seu bebê lá. O que ele não…"
Sun Sep 20 01:34:41 +0000 2020," @henriquespecian: Galera furando quarentena pra comer no sukya, aí é fóda"
Sun Sep 20 01:34:42 +0000 2020," @1_conta_reserva: @jairbolsonaro #GRIPEZINHA do BOÇALnaro

136.565 BRASILEIROS MOOS

✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️…"
Sun Sep 20 01:34:42 +0000 2020," @pintosdabruna: espirros -- não
mas quando eu espirro ficam a olhar tipo que sou criminosa"
Sun Sep 20 01:34:43 +0000 2020,finalizando o dia com febre uau amei
Sun Sep 20 01:34:43 +0000 2020,"@rtessss Resumo pra quem chegou agora:
Garota bonita posta foto de biquíni e ironiza quem cumpre a quarentena em ca… ://t.co/zLIVQ5qYCp"
Sun Sep 20 01:34:43 +0000 2020,"ok, saiam, quebrem a quarentena, tudo bem. 

mas não desrespeitem trabalhadores.

use a sua máscara dentro do uber.… ://t.co/zMtq5VDpDd"
Sun Sep 20 01:34:45 +0000 2020,Mais um voluntário da fase 3 de testagem da vacina contra o coronavírus da Univerdade de Oxford apresenta um quad… ://t.co/bg9NBgkDob
Sun Sep 20 01:34:46 +0000 2020,"A lava jato do Rio de Janeiro agora quer fechar o escritório de Zanin

://t.co/oq9ol6booW"
Sun Sep 20 01:34:46 +0000 2020,já que é asm e se eu ligar pro disk aglomeração análise
Sun Sep 20 01:34:46 +0000 2020,@sergiosjunior9 @montardoclaire Vou comprar no bundle com o GTA Rio de Janeiro
Sun Sep 20 01:34:46 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 01:34:47 +0000 2020," @vini_vecchi: Nível de tédio da quarentena :

ficar o dia todo organizando o celular agora que tem widget"
Sun Sep 20 01:34:47 +0000 2020," @analuadam_: eu achando que a quarentena ia acabar antes do meu aniversário:
🤡🤡🤡🤡🤡"
Sun Sep 20 01:34:47 +0000 2020,"@ManoTrin @LeoniceMariana1 + cabra rochedo aqui, o qual o represento, além de resolver estes problemas em apenas 3… ://t.co/TynxBxI29g"
Sun Sep 20 01:34:48 +0000 2020," @kinglizzord: ok, saiam, quebrem a quarentena, tudo bem. 

mas não desrespeitem trabalhadores.

use a sua máscara dentro do uber. use a…"
Sun Sep 20 01:34:48 +0000 2020,sabia que nso ia durar muito
Sun Sep 20 01:34:49 +0000 2020," @neologismo: uma vacina, um churrasco, cerveja gelada, meus amigos e se me odeia deita na br tocando no talo era tudo que eu queria"
Sun Sep 20 01:34:49 +0000 2020,E que o pessoal quer o direito de usar o livre árbitro e depois matar um parente e quem sabe depois fica sentindo c… ://t.co/Z7qtNtQXqH
Sun Sep 20 01:34:49 +0000 2020," @profinfluencer: É  asm que o Estado atua, há dúvidas? Reabrir escolas gnifica ocultar que não tá tendo material de higien…"
Sun Sep 20 01:34:50 +0000 2020,a gente surtando sobre a blusa que ela ganhou no instagram /// ao mesmo tempo falando sobre minha tosse serísma n… ://t.co/QILnF95J3s
Sun Sep 20 01:34:51 +0000 2020,@Jehvps02 odeio as mortes de greys no geral. não fazem mt sentido e me deixam triste.
Sun Sep 20 01:34:51 +0000 2020, @sapphodrosera: meu deus se os cientistas soubessem a vontade q eu to de beijar na boca a vacina saía amanhã
Sun Sep 20 01:34:51 +0000 2020," @saraasferidas: eu vou sair dessa porra de quarentena parecendo uma velha de 70 anos e com muitos, muitos problemas pcológicos"
Sun Sep 20 01:34:51 +0000 2020,Como aquela criatura não pegou corona ainda? Será que pegou e não apresentou ntomas? Não é possível que a criatur… ://t.co/dGpUsFzlL3
Sun Sep 20 01:34:51 +0000 2020, @blanchetheron: a bunda ://t.co/IOWWUHfm4y
Sun Sep 20 01:34:53 +0000 2020,"mano, todo mundo virando blogueira/modelo na quarentena, que coisa mais linda"
Sun Sep 20 01:34:54 +0000 2020, @liliastuffs: sabia que nso ia durar muito ://t.co/pStxJ9Zo9r
Sun Sep 20 01:34:55 +0000 2020," @smith_tiago: Queria agradecer aqui a todos que puderam compartilhar e que tiveram como ajudar, com o dinheiro da vaquinha e de mais alg…"
Sun Sep 20 01:34:56 +0000 2020,como q faz pra superar o tédio da quarentena
Sun Sep 20 01:34:56 +0000 2020, @elianeic: Como aquela criatura não pegou corona ainda? Será que pegou e não apresentou ntomas? Não é possível que a criatura que se e…
Sun Sep 20 01:34:56 +0000 2020," @mavncaIore: não estou lendo nada, não estou estudando, não estou vendo série, não congo fzr nenhuma das coisas que eu gosto quem dirá…"
Sun Sep 20 01:34:58 +0000 2020," @BlogdoNoblat: Média móvel de mortes por Covid-19 cresce pelo 2º dia seguido no Rio
://t.co/ZWBvNiIICD"
Sun Sep 20 01:34:58 +0000 2020,"não sei se vcs sabem mas sou um médico da pqué humana, um cirurgião do anima, um arquiteto das relações humanas,… ://t.co/ccR2RNLk9e"
Sun Sep 20 01:34:58 +0000 2020," @plotwang: @beauplotkamaa - gripe do inferno
- carne verde"
Sun Sep 20 01:34:58 +0000 2020,"e antes de realmente meter o pé, queria anunciar a surpresa que fiz nessa quarentena: um herdeiro! mandem mimos par… ://t.co/S7lmX6UNWv"
Sun Sep 20 01:34:58 +0000 2020," @espindlx: mano, todo mundo virando blogueira/modelo na quarentena, que coisa mais linda"
Sun Sep 20 01:34:58 +0000 2020, @50CXNTS: inferno ter anedade e gostar de alguem qualquer coisa meu estomago ta tipo 🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🎉🎉🎉🎉🎉🎉🎉🎉🎊🎊🎊🎊🎊🎊🎊🎊✨✨✨✨✨✨✨🔥🔥🔥🔥🔥🔥🔥🌪️…
Sun Sep 20 01:34:59 +0000 2020,"Among us é a nova onda da quarentena, alguém do futuro pra dizer qual a próxima onda? 🥴"
Sun Sep 20 01:35:00 +0000 2020," @erikakokay: Você sabia? 

Todos os braleiros usam o SUS, mesmo sem saber. O SUS não é só atendimento médico. É vigilância sanitária,…"
Sun Sep 20 01:35:01 +0000 2020,até final da quarentena eu fico sem amigos
Sun Sep 20 01:35:01 +0000 2020, @bxbivag: como q faz pra superar o tédio da quarentena
Sun Sep 20 01:35:02 +0000 2020,roteirista pfv ou vc cria a vacina ou me faz namorar pq solteira no meio de uma pandemia não dá
Sun Sep 20 01:35:03 +0000 2020," @maxvwrstappen: e antes de realmente meter o pé, queria anunciar a surpresa que fiz nessa quarentena: um herdeiro! mandem mimos para ele…"
Sun Sep 20 01:35:04 +0000 2020, @Oficialluizlima: Até quando o Rio de Janeiro vai ser refém da violência? É inaceitável que uma cidade grandiosa e com o potencial do RJ…
Sun Sep 20 01:35:04 +0000 2020," @dfwmeireles: Among us é a nova onda da quarentena, alguém do futuro pra dizer qual a próxima onda? 🥴"
Sun Sep 20 01:35:06 +0000 2020, @liadasart: até final da quarentena eu fico sem amigos
Sun Sep 20 01:35:07 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 01:35:07 +0000 2020," @RETR0AIDEN: 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
      POST DE UTILIDADE PÚBLICA
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥

Aqui uma playlist com TODOS os episódios de Pica Pau antigo du…"
Sun Sep 20 01:35:09 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 01:35:09 +0000 2020," @DanicMendonca: De 15 em 15 dias de quarentena, o processo de venezuelização da Argentina caminha a passos largos. 😔"
Sun Sep 20 01:35:10 +0000 2020," @vini_vecchi: Nível de tédio da quarentena :

ficar o dia todo organizando o celular agora que tem widget"
Sun Sep 20 01:35:10 +0000 2020,"a última vez que eu saí sem máscara foi no meu aniversário 
ent eu to marcando asm o tempo de quarentena 
Fiz 15… ://t.co/wBuu51Ypl6"
Sun Sep 20 01:35:10 +0000 2020, @SenadorRogerio: Vocês já reparam que desde que Bolsonaro assumiu o poder é uma desgraça atrás da outra em nosso país? Brumadinho/Amazôn…
Sun Sep 20 01:35:10 +0000 2020,"Thiago sente uma dor na unha daqui a pouco eu tô com a msm dor, eu fico com febre daqui a pouco ele tá com febre. Baitolagem"
Sun Sep 20 01:35:11 +0000 2020, @cutjongin: ♡-&gt; Todos os filmes da Barbie no drive para ver na quarentena - a thread; ://t.co/Q7hXi7ywTO
Sun Sep 20 01:35:13 +0000 2020,"2 copos de bebida e já começa a bater o efeito do álcool, quero nem ver o primeiro rolê que eu for pós quarentena"
Sun Sep 20 01:35:13 +0000 2020," @CoronavirusAL: Fonte ⤵️

://t.co/G77Gqc7TZY"
Sun Sep 20 01:35:13 +0000 2020, @dupainwx: eu tive 6 meses pra mudar minha vida durante a quarentena e tudo que eu fiz foi me afastar de todo mundo e me viciar no Twitt…
Sun Sep 20 01:35:13 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 01:35:14 +0000 2020," @luizacaires3: Nós: ""Pipipi popopó do linfócito, proteína spike, e a vacina de mRNA, , R0 num sei das quantas""

O pessoal: ://t.c…"
Sun Sep 20 01:35:14 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 01:35:14 +0000 2020,Se vcs souberem o tanto de bar com aglomeração tem aqui em Vitória...... Coisa de doido!! E eu selecionando ainda p… ://t.co/ATTwTbBJdc
Sun Sep 20 01:35:15 +0000 2020," @beachefer: a última vez que eu saí sem máscara foi no meu aniversário 
ent eu to marcando asm o tempo de quarentena 
Fiz 15 aninhos e…"
Sun Sep 20 01:35:15 +0000 2020,deixar a sobrancelha natural foi uma necesdade por causa da quarentena mas é uma coisa que eu acho tão linda e to… ://t.co/k2wNn1AOps
Sun Sep 20 01:35:15 +0000 2020,"na quarentena eu me afastei de todos os meus amgs, eu conversava todo dia e quase toda hora com eles e até ficava e… ://t.co/S29YLV2UNm"
Sun Sep 20 01:35:16 +0000 2020,o jeito q n nto mais vontade de fazer alguma coisa é diferente
Sun Sep 20 01:35:17 +0000 2020," @CoronavirusAL: 🇧🇷 Bral | 33.057 novos casos e 739 novas mortes por #coronavirus segundo o Ministério da Saúde.

Números do país ⤵️

C…"
Sun Sep 20 01:35:18 +0000 2020," @stairwayofwords: 2 copos de bebida e já começa a bater o efeito do álcool, quero nem ver o primeiro rolê que eu for pós quarentena"
Sun Sep 20 01:35:18 +0000 2020," @maxvwrstappen: e antes de realmente meter o pé, queria anunciar a surpresa que fiz nessa quarentena: um herdeiro! mandem mimos para ele…"
Sun Sep 20 01:35:19 +0000 2020,"@o_antagonista 136.565 MOES NO TOTAL DO DIA DE HOJE 19 DE SETEMBRO DE 2020- SÁBADO. 
FORA A DEVASTADORA SITUAÇÃO… ://t.co/JBTeHsKE1j"
Sun Sep 20 01:35:19 +0000 2020, @AeroportoD: @F1MorreuEm1994 Senna correria em Le Mans sem parceiros de equipe. Tiraria 2 horas pro cochilo e ainda terminaria 2 horas n…
Sun Sep 20 01:35:20 +0000 2020, @milessolivra: deixar a sobrancelha natural foi uma necesdade por causa da quarentena mas é uma coisa que eu acho tão linda e to amand…
Sun Sep 20 01:35:21 +0000 2020," @MUSlCH4N: na quarentena eu me afastei de todos os meus amgs, eu conversava todo dia e quase toda hora com eles e até ficava esperando t…"
Sun Sep 20 01:35:21 +0000 2020," @projmandacaru: Após 15 dias de fim de semana com praias cheias, litoral tem aumento de casos e mortes por Covid-19 ://t.co/dLS7zMb…"
Sun Sep 20 01:35:22 +0000 2020,alguem que esteja seguindo a quarentena me adota pf o povo aqui de casa ta começando a ficar sem noção
Sun Sep 20 01:35:22 +0000 2020, @bvasconceloss: o jeito q n nto mais vontade de fazer alguma coisa é diferente ://t.co/RStpDIFgVz
Sun Sep 20 01:35:24 +0000 2020," @o_antagonista: Covid-19: Bral registra 708 mortes em 24 horas, diz consórcio
://t.co/1DpiFoRQ1E"
Sun Sep 20 01:35:24 +0000 2020,"Se eles não ligam, quem sou eu para me importar? 

://t.co/iYPqnxTW9B"
Sun Sep 20 01:35:25 +0000 2020," @mavncaIore: não estou lendo nada, não estou estudando, não estou vendo série, não congo fzr nenhuma das coisas que eu gosto quem dirá…"
Sun Sep 20 01:35:25 +0000 2020,@jhon__666 Ate os bicho fazendo aglomeração ta dd
Sun Sep 20 01:35:25 +0000 2020," @sofyasclarke: @beauplotkamaa Quando a internet da Amanda caiu e ficou só um círculo toto vermelho
Faltou o salveopantanal e a gripe do…"
Sun Sep 20 01:35:26 +0000 2020," @raytomlinsoon: Então, será que podem me ajudar? tô com suspeita de covid, mas esses dias eu piorei, e o médico me receitou um remédio p…"
Sun Sep 20 01:35:27 +0000 2020, @isadoraa_gm: alguem que esteja seguindo a quarentena me adota pf o povo aqui de casa ta começando a ficar sem noção
Sun Sep 20 01:35:29 +0000 2020," @vini_vecchi: Nível de tédio da quarentena :

ficar o dia todo organizando o celular agora que tem widget"
